name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
newyourk,2025-11-22T00:00:00,49.9,49.9,40.8,70.9,0.0,0,,0.0,0.0,5.1,1.4,318.0,1013.5,92.4,6.7,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T01:00:00,49.9,49.3,41.1,71.57,0.0,0,,0.0,0.0,4.3,3.3,318.0,1013.1,100.0,6.5,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T02:00:00,49.9,49.9,41.9,73.8,0.0,0,,0.0,0.0,6.3,1.8,312.0,1012.6,100.0,6.4,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T03:00:00,49.2,49.2,42.6,77.74,0.0,0,,0.0,0.0,4.3,0.0,0.0,1011.9,100.0,4.6,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T04:00:00,48.3,48.3,43.7,84.14,0.0,0,,0.0,0.0,2.9,1.5,355.0,1011.2,100.0,4.1,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T05:00:00,47.5,44.2,43.0,84.39,0.014,100,rain,0.0,0.0,4.9,6.9,344.0,1012.0,100.0,2.7,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T06:00:00,47.0,44.5,43.0,85.86,0.154,100,rain,0.0,0.0,7.6,5.3,37.0,1011.0,100.0,3.4,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T07:00:00,47.2,44.4,43.7,87.7,0.009,100,rain,0.0,0.0,10.1,5.7,18.0,1010.8,100.0,4.2,6,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T08:00:00,47.4,44.5,43.7,87.03,0.0,0,,0.0,0.0,10.5,6.0,9.0,1011.2,100.0,3.4,24,0.1,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T09:00:00,47.4,45.6,43.7,87.03,0.02,100,rain,0.0,0.0,10.3,4.3,28.0,1011.5,100.0,3.4,36,0.1,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T10:00:00,47.5,44.9,42.2,81.68,0.0,0,,0.0,0.0,9.8,5.5,2.0,1012.0,100.0,5.9,59,0.2,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T11:00:00,48.2,46.3,42.4,80.36,0.0,0,,0.0,0.0,10.7,4.7,355.0,1012.0,100.0,5.3,152,0.5,2,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T12:00:00,49.0,48.3,41.5,75.41,0.0,0,,0.0,0.0,12.1,3.3,352.0,1011.0,98.3,7.3,448,1.6,4,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T13:00:00,50.2,50.2,40.5,69.19,0.0,0,,0.0,0.0,19.7,7.7,320.0,1011.2,88.0,9.9,404,1.5,4,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T14:00:00,50.2,50.2,38.9,65.07,0.0,0,,0.0,0.0,19.7,5.3,342.0,1010.6,95.6,9.9,124,0.4,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T15:00:00,51.5,51.5,37.2,58.04,0.0,0,,0.0,0.0,11.2,8.8,307.0,1011.1,95.6,9.9,226,0.8,2,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T16:00:00,51.5,51.5,35.5,54.28,0.0,0,,0.0,0.0,20.8,10.3,313.0,1011.6,95.6,9.9,21,0.1,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T17:00:00,49.2,44.2,30.3,47.8,0.0,0,,0.0,0.0,9.2,12.9,330.0,1012.7,27.2,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T18:00:00,48.3,43.0,29.2,47.53,0.0,0,,0.0,0.0,24.2,12.8,326.0,1013.9,18.5,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T19:00:00,46.6,42.4,28.1,48.37,0.0,0,,0.0,0.0,23.0,8.5,338.0,1015.2,15.0,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T20:00:00,45.7,43.5,26.6,46.99,0.0,0,,0.0,0.0,23.0,4.5,349.0,1016.0,15.0,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T21:00:00,44.5,43.2,25.5,47.1,0.0,0,,0.0,0.0,21.9,3.2,349.0,1016.3,5.7,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T22:00:00,42.9,38.4,25.3,49.43,0.0,0,,0.0,0.0,11.0,7.4,342.0,1016.6,5.7,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-22T23:00:00,42.4,39.2,24.0,47.89,0.0,0,,0.0,0.0,10.5,5.0,344.0,1016.4,15.0,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T00:00:00,40.4,40.4,23.1,49.8,0.0,0,,0.0,0.0,9.8,2.1,352.0,1016.7,18.5,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T01:00:00,40.4,40.4,23.2,50.03,0.0,0,,0.0,0.0,8.7,0.5,353.0,1016.9,12.8,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T02:00:00,39.3,39.3,23.7,53.36,0.0,0,,0.0,0.0,9.6,2.0,1.0,1017.3,12.8,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T03:00:00,39.4,35.6,22.2,49.71,0.0,0,,0.0,0.0,9.6,5.2,13.0,1017.0,12.8,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T04:00:00,37.9,34.6,21.5,51.37,0.0,0,,0.0,0.0,9.2,4.3,41.0,1016.7,12.8,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T05:00:00,38.0,35.5,21.3,50.62,0.0,0,,0.0,0.0,8.5,3.5,1.0,1017.0,12.8,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T06:00:00,37.5,37.5,23.9,57.57,0.0,0,,0.0,0.0,7.8,0.5,340.0,1017.3,12.8,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T07:00:00,36.8,36.8,24.3,60.37,0.0,0,,0.0,0.0,7.8,1.2,17.0,1017.1,18.5,9.9,12,0.0,0,,Clear,clear-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T08:00:00,39.8,39.8,26.4,58.37,0.0,0,,0.0,0.0,8.5,1.4,307.0,1017.0,32.6,9.9,67,0.2,1,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T09:00:00,42.4,42.4,26.5,53.16,0.0,0,,0.0,0.0,8.7,1.5,307.0,1016.7,95.6,9.9,134,0.5,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T10:00:00,45.2,45.2,27.7,49.97,0.0,0,,0.0,0.0,9.4,1.3,328.0,1015.9,88.0,9.9,236,0.8,2,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T11:00:00,46.5,41.9,26.0,44.58,0.0,0,,0.0,0.0,12.1,9.4,200.0,1015.1,97.3,9.9,241,0.9,2,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T12:00:00,47.7,44.5,26.0,42.42,0.0,0,,0.0,0.0,14.1,6.9,215.0,1014.3,97.3,9.9,232,0.8,2,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T13:00:00,47.9,44.5,27.4,44.56,0.0,0,,0.0,0.0,15.2,7.5,212.0,1013.1,100.0,9.9,81,0.3,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T14:00:00,48.4,44.4,28.8,46.49,0.0,0,,0.0,0.0,18.3,9.1,225.0,1012.6,97.3,9.9,140,0.5,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T15:00:00,48.4,44.1,30.4,49.59,0.0,0,,0.0,0.0,21.0,9.8,234.0,1012.6,95.6,9.9,65,0.2,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T16:00:00,48.7,44.3,31.6,51.62,0.0,0,,0.0,0.0,27.3,10.3,262.0,1013.3,64.1,9.9,35,0.1,0,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T17:00:00,48.3,43.4,31.6,52.4,0.0,0,,0.0,0.0,20.5,11.3,266.0,1013.7,30.7,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T18:00:00,47.4,45.5,31.6,54.2,0.0,0,,0.0,0.0,25.3,4.4,323.0,1014.3,18.5,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T19:00:00,47.4,43.4,32.4,55.79,0.0,0,,0.0,0.0,23.0,8.5,254.0,1014.7,30.7,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T20:00:00,47.3,45.2,31.4,53.85,0.0,0,,0.0,0.0,16.1,4.8,320.0,1015.0,9.3,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T21:00:00,47.6,43.6,31.4,53.36,0.0,0,,0.0,0.0,25.3,8.4,252.0,1015.3,75.8,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T22:00:00,47.2,41.5,31.4,54.17,0.0,0,,0.0,0.0,24.2,13.2,258.0,1015.7,15.0,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-23T23:00:00,47.2,43.6,30.8,52.7,0.0,0,,0.0,0.0,17.0,7.4,278.0,1016.1,95.6,9.9,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T00:00:00,46.1,43.0,30.4,53.98,0.0,0,,0.0,0.0,17.2,6.0,262.0,1016.6,73.9,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T01:00:00,46.3,40.8,29.3,51.33,0.0,0,,0.0,0.0,17.2,11.8,256.0,1016.5,90.1,9.9,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T02:00:00,46.0,42.4,28.5,50.27,0.0,0,,0.0,0.0,17.0,6.9,260.0,1017.1,90.1,9.9,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T03:00:00,46.1,42.2,27.9,48.98,0.0,0,,0.0,0.0,17.4,7.6,255.0,1017.3,95.6,9.9,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T04:00:00,45.4,40.5,27.8,49.99,0.0,0,,0.0,0.0,17.7,9.4,246.0,1017.6,88.0,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T05:00:00,44.6,38.5,28.4,52.69,0.0,0,,0.0,0.0,18.3,12.5,262.0,1018.3,18.2,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T06:00:00,44.4,39.7,28.4,53.0,0.0,0,,0.0,0.0,24.2,8.6,262.0,1019.3,30.7,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T07:00:00,44.2,39.4,28.6,53.95,0.0,0,,0.0,0.0,19.0,8.6,280.0,1020.7,15.0,9.9,10,0.0,0,,Clear,clear-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T08:00:00,44.2,40.5,29.0,54.95,0.0,0,,0.0,0.0,18.6,6.5,308.0,1022.3,18.5,9.9,70,0.3,1,,Clear,clear-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T09:00:00,46.5,41.7,27.3,46.8,0.0,0,,0.0,0.0,23.2,10.0,308.0,1022.9,18.2,9.9,283,1.0,3,,Clear,clear-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T10:00:00,47.4,42.4,26.8,44.3,0.0,0,,0.0,0.0,23.9,11.3,328.0,1023.2,18.2,9.9,451,1.6,5,,Clear,clear-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T11:00:00,48.5,44.6,26.6,42.18,0.0,0,,0.0,0.0,17.2,8.9,324.0,1023.1,12.8,9.9,523,1.9,5,,Clear,clear-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T12:00:00,50.4,50.4,26.4,39.16,0.0,0,,0.0,0.0,19.7,8.0,308.0,1022.4,9.3,9.9,529,1.9,5,,Clear,clear-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T13:00:00,50.9,50.9,25.5,36.9,0.0,0,,0.0,0.0,24.2,10.9,316.0,1022.5,12.8,9.9,476,1.7,5,,Clear,clear-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T14:00:00,52.4,52.4,25.9,35.61,0.0,0,,0.0,0.0,13.4,4.1,337.0,1022.7,12.8,9.9,352,1.3,4,,Clear,clear-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T15:00:00,52.5,52.5,25.1,34.2,0.0,0,,0.0,0.0,11.4,6.2,302.0,1023.1,18.5,9.9,177,0.6,2,,Clear,clear-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T16:00:00,51.7,51.7,25.1,35.29,0.0,0,,0.0,0.0,8.5,7.0,305.0,1023.7,32.6,9.9,18,0.1,0,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T17:00:00,50.5,50.5,24.5,35.97,0.0,0,,0.0,0.0,6.5,2.0,348.0,1023.7,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T18:00:00,49.2,49.2,25.5,39.44,0.0,0,,0.0,0.0,5.4,1.6,355.0,1024.4,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T19:00:00,49.0,49.0,25.1,38.97,0.0,0,,0.0,0.0,4.0,2.3,356.0,1025.1,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T20:00:00,48.3,48.3,24.6,39.23,0.0,0,,0.0,0.0,3.8,0.8,7.0,1024.9,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T21:00:00,46.9,46.9,25.7,43.3,0.0,0,,0.0,0.0,4.5,2.9,349.0,1025.0,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T22:00:00,47.4,47.4,26.1,43.16,0.0,0,,0.0,0.0,4.0,1.3,36.0,1025.3,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-24T23:00:00,47.2,47.2,27.6,46.26,0.0,0,,0.0,0.0,5.1,2.1,14.0,1024.8,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T00:00:00,46.6,46.6,29.3,50.66,0.0,0,,0.0,0.0,6.3,1.7,19.0,1025.0,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T01:00:00,46.4,46.4,30.5,53.63,0.0,0,,0.0,0.0,7.8,2.0,16.0,1024.6,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T02:00:00,47.0,47.0,28.9,49.15,0.0,0,,0.0,0.0,8.7,1.5,307.0,1025.1,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T03:00:00,47.0,47.0,29.1,49.47,0.0,0,,0.0,0.0,10.1,1.5,67.0,1024.4,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T04:00:00,46.3,43.8,28.7,50.01,0.0,0,,0.0,0.0,10.3,5.2,225.0,1024.7,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T05:00:00,46.3,44.6,28.5,49.76,0.0,0,,0.0,0.0,10.1,3.9,178.0,1024.2,12.5,9.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T06:00:00,47.0,45.9,29.9,51.21,0.0,0,,0.0,0.0,10.5,3.4,255.0,1024.1,32.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T07:00:00,47.4,44.2,33.1,57.45,0.0,0,,0.0,0.0,11.0,6.8,237.0,1024.6,32.6,9.9,6,0.0,0,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T08:00:00,49.0,46.2,35.0,58.4,0.0,0,,0.0,0.0,17.2,6.5,242.0,1024.3,35.4,9.9,72,0.3,1,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T09:00:00,51.1,51.1,36.9,58.08,0.0,0,,0.0,0.0,9.2,5.9,200.0,1024.3,32.6,9.9,182,0.7,2,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T10:00:00,52.7,52.7,37.7,56.49,0.0,0,,0.0,0.0,20.8,10.5,196.0,1023.9,34.3,9.9,199,0.7,2,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T11:00:00,53.2,53.2,37.1,54.44,0.0,0,,0.0,0.0,20.5,8.0,208.0,1023.4,37.1,9.9,166,0.6,2,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T12:00:00,54.1,54.1,38.0,54.23,0.0,0,,0.0,0.0,11.9,8.1,194.0,1022.1,52.8,9.9,192,0.7,2,,Partially cloudy,partly-cloudy-day,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T13:00:00,55.0,55.0,39.5,55.77,0.0,0,,0.0,0.0,12.3,9.9,180.0,1021.4,100.0,9.9,80,0.3,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T14:00:00,55.0,55.0,39.8,56.5,0.0,0,,0.0,0.0,11.4,3.0,63.0,1020.8,100.0,9.9,57,0.2,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T15:00:00,54.1,54.1,42.2,63.88,0.0,0,,0.0,0.0,9.8,2.3,62.0,1020.3,100.0,9.9,35,0.1,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T16:00:00,52.5,52.5,45.2,76.23,0.002,100,rain,0.0,0.0,9.6,2.0,53.0,1019.8,100.0,6.4,2,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T17:00:00,51.0,51.0,45.9,82.71,0.051,100,rain,0.0,0.0,11.9,7.6,162.0,1019.4,100.0,7.4,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T18:00:00,52.0,52.0,46.9,82.84,0.031,100,rain,0.0,0.0,11.9,1.8,25.0,1018.4,100.0,7.7,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T19:00:00,53.3,53.3,49.6,87.42,0.057,100,rain,0.0,0.0,13.4,3.7,114.0,1017.6,100.0,5.2,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T20:00:00,53.3,53.3,50.6,90.72,0.11,100,rain,0.0,0.0,15.7,7.5,136.0,1016.9,100.0,3.2,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T21:00:00,54.6,54.6,51.9,90.53,0.109,100,rain,0.0,0.0,18.3,5.4,150.0,1015.7,100.0,5.1,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T22:00:00,56.0,56.0,52.9,89.23,0.075,100,rain,0.0,0.0,21.9,8.8,155.0,1014.2,100.0,3.4,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-25T23:00:00,57.1,57.1,53.8,88.99,0.248,100,rain,0.0,0.0,19.7,9.4,181.0,1012.6,100.0,3.3,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T00:00:00,57.2,57.2,54.8,91.66,0.02,100,rain,0.0,0.0,19.7,10.3,214.0,1012.1,100.0,6.7,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T01:00:00,58.0,58.0,54.9,89.4,0.0,0,,0.0,0.0,20.8,7.6,218.0,1011.7,100.0,9.9,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T02:00:00,57.5,57.5,52.5,83.25,0.0,0,,0.0,0.0,23.0,9.7,232.0,1011.9,100.0,9.9,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T03:00:00,56.9,56.9,51.5,81.88,0.0,0,,0.0,0.0,15.7,9.7,244.0,1011.7,100.0,9.9,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T04:00:00,55.7,55.7,50.7,83.12,0.0,0,,0.0,0.0,12.5,6.1,220.0,1010.9,18.5,8.9,0,0.0,0,,Clear,clear-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T05:00:00,55.9,55.9,51.0,83.61,0.0,0,,0.0,0.0,11.4,4.9,239.0,1011.3,64.1,9.8,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T06:00:00,56.0,56.0,51.3,84.11,0.0,0,,0.0,0.0,10.1,6.0,228.0,1010.3,82.6,8.7,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T07:00:00,56.0,56.0,51.3,84.11,0.0,0,,0.0,0.0,17.2,9.1,214.0,1010.4,98.3,9.5,4,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T08:00:00,56.8,56.8,51.5,82.42,0.0,0,,0.0,0.0,8.9,4.6,220.0,1010.3,100.0,7.4,20,0.1,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T09:00:00,56.9,56.9,52.2,84.24,0.0,0,,0.0,0.0,20.8,9.3,229.0,1009.9,100.0,5.0,46,0.2,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T10:00:00,58.0,58.0,53.2,83.92,0.0,0,,0.0,0.0,25.2,11.0,245.0,1010.2,100.0,8.3,75,0.3,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T11:00:00,58.9,58.9,53.2,81.18,0.0,0,,0.0,0.0,18.3,12.2,226.0,1008.6,97.3,9.9,104,0.4,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T12:00:00,58.2,58.2,52.2,80.4,0.0,0,,0.0,0.0,12.5,4.1,310.0,1007.8,100.0,8.0,84,0.3,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T13:00:00,58.4,58.4,52.6,80.99,0.0,0,,0.0,0.0,13.9,8.5,248.0,1006.6,98.3,8.3,137,0.5,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T14:00:00,59.1,59.1,52.9,79.93,0.0,0,,0.0,0.0,12.5,7.3,228.0,1005.9,100.0,8.8,88,0.3,1,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T15:00:00,59.2,59.2,52.2,77.6,0.0,0,,0.0,0.0,10.5,5.6,229.0,1005.5,95.6,8.8,42,0.2,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T16:00:00,59.1,59.1,52.2,77.96,0.0,0,,0.0,0.0,8.7,5.5,222.0,1005.7,95.6,8.8,13,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T17:00:00,58.1,58.1,51.9,79.78,0.0,0,,0.0,0.0,9.8,4.1,213.0,1005.0,88.0,9.2,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T18:00:00,58.0,58.0,52.0,80.5,0.0,0,,0.0,0.0,10.1,3.9,239.0,1005.2,88.0,9.2,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T19:00:00,58.0,58.0,52.9,83.16,0.0,0,,0.0,0.0,10.3,6.1,242.0,1005.7,100.0,8.3,0,0.0,0,,Overcast,cloudy,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T20:00:00,55.7,55.7,51.0,84.25,0.092,100,rain,0.0,0.0,13.6,3.2,316.0,1005.8,100.0,4.6,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
newyourk,2025-11-26T21:00:00,56.2,56.2,50.7,81.89,0.023,100,rain,0.0,0.0,21.0,9.1,243.0,1005.6,98.3,9.9,0,0.0,0,,"Rain, Overcast",rain,"KEWR,KLGA,F1417,KNYC"
